"lon","lat","TEM"
-85.25,39.75,22.8
-84.75,39.75,22.9
-84.25,39.75,23.1
-83.75,39.75,22.9
-83.25,39.75,23.2
-82.75,39.75,23.5
-82.25,39.75,23.7
-81.75,39.75,23.8
-81.25,39.75,23.6
-80.75,39.75,23.3
-80.25,39.75,22.8
-79.75,39.75,22
-79.25,39.75,21.5
-78.75,39.75,22.1
-78.25,39.75,23
-77.75,39.75,23.4
-77.25,39.75,23.5
-76.75,39.75,23.7
-76.25,39.75,23.9
-75.75,39.75,24.1
-75.25,39.75,24
-74.75,39.75,23.8
-74.25,39.75,23.8
-73.75,39.75,24
-73.25,39.75,24
-91.25,40.25,24.1
-90.75,40.25,23.9
-90.25,40.25,23.9
-89.75,40.25,23.7
-89.25,40.25,23.4
-88.75,40.25,23.1
-88.25,40.25,23.2
-87.75,40.25,23.1
-87.25,40.25,22.9
-86.75,40.25,22.7
-86.25,40.25,22.5
-85.75,40.25,22.5
-85.25,40.25,22.5
-84.75,40.25,22.6
-84.25,40.25,22.7
-83.75,40.25,22.6
-83.25,40.25,22.8
-82.75,40.25,22.8
-82.25,40.25,23.1
-81.75,40.25,23.3
-81.25,40.25,23.2
-80.75,40.25,23.1
-80.25,40.25,22.8
-79.75,40.25,22.3
-79.25,40.25,21.6
-78.75,40.25,21.4
-78.25,40.25,22.2
-77.75,40.25,22.6
-77.25,40.25,22.9
-76.75,40.25,23.1
-76.25,40.25,23.1
-75.75,40.25,23.3
-75.25,40.25,23.5
-74.75,40.25,23.6
-74.25,40.25,23.7
-73.75,40.25,23.7
-73.25,40.25,23.7
-91.25,40.75,23.8
-90.75,40.75,23.6
-90.25,40.75,23.5
-89.75,40.75,23.3
-89.25,40.75,23.1
-88.75,40.75,22.8
-88.25,40.75,22.9
-87.75,40.75,22.9
-87.25,40.75,22.8
-86.75,40.75,22.6
-86.25,40.75,22.4
-85.75,40.75,22.4
-85.25,40.75,22.4
-84.75,40.75,22.5
-84.25,40.75,22.6
-83.75,40.75,22.5
-83.25,40.75,22.5
-82.75,40.75,22.4
-82.25,40.75,22.5
-81.75,40.75,22.8
-81.25,40.75,22.8
-80.75,40.75,22.8
-80.25,40.75,22.6
-79.75,40.75,22.1
-79.25,40.75,21.6
-78.75,40.75,21
-78.25,40.75,21.5
-77.75,40.75,21.9
-77.25,40.75,22.2
-76.75,40.75,22.5
-76.25,40.75,22.1
-75.75,40.75,22.1
-75.25,40.75,22.4
-74.75,40.75,22.9
-74.25,40.75,23.3
-73.75,40.75,23.5
-73.25,40.75,23.5
-91.25,41.25,23.5
-90.75,41.25,23.3
-90.25,41.25,23.1
-89.75,41.25,22.9
-89.25,41.25,22.7
-88.75,41.25,22.6
-88.25,41.25,22.6
-87.75,41.25,22.7
-87.25,41.25,22.8
-86.75,41.25,22.7
-86.25,41.25,22.4
-85.75,41.25,22.3
-85.25,41.25,22.2
-84.75,41.25,22.3
-84.25,41.25,22.5
-83.75,41.25,22.7
-83.25,41.25,22.7
-82.75,41.25,22.6
-82.25,41.25,22.6
-81.75,41.25,22.6
-81.25,41.25,22.4
-80.75,41.25,22.5
-80.25,41.25,22.1
-79.75,41.25,21.5
-79.25,41.25,21
-78.75,41.25,20.6
-78.25,41.25,20.6
-77.75,41.25,20.8
-77.25,41.25,21.1
-76.75,41.25,21.2
-76.25,41.25,21
-75.75,41.25,20.8
-75.25,41.25,21.2
-74.75,41.25,21.7
